indice,fecha,Temperatura_prom,Temperatura_max,Temperatura_min,Humedad_prom
792,2015-03-07,21.4593837535015,26.5,18.7,60.6035714285715
793,2015-03-08,23.418125000000018,29.4,18.7,55.670208333333335
794,2015-03-09,24.639861111111088,30.8,19.2,49.60048611111115
795,2015-03-10,24.806875000000026,30.1,20.3,50.80770833333326
796,2015-03-11,24.829999999999977,29.9,19.8,49.47583333333341
797,2015-03-12,24.03368055555564,30.6,20.1,54.34444444444437
798,2015-03-13,22.60291666666666,27.1,19.9,60.941319444444446
799,2015-03-14,22.369166666666604,27.2,19.9,61.04124999999995
800,2015-03-15,22.616944444444396,27.3,20.1,61.4696527777779
801,2015-03-16,22.090486111111087,26.7,19.6,61.4536805555556
802,2015-03-17,22.24194444444452,29.1,19.0,60.52201388888893
803,2015-03-18,20.93104166666656,28.4,18.3,66.91256944444447
804,2015-03-19,18.37770833333341,21.7,16.7,78.65562500000007
805,2015-03-20,20.380694444444455,27.4,17.2,66.99013888888894
806,2015-03-21,19.715000000000007,25.1,16.0,69.9611111111111
807,2015-03-22,20.774444444444487,27.3,16.2,65.95513888888884
808,2015-03-23,21.775713291579667,28.1,17.8,61.85191370911618
809,2015-03-24,21.67868055555555,26.5,17.3,59.54868055555552
810,2015-03-25,21.229722222222197,26.5,17.0,59.20145833333333
811,2015-03-26,22.421944444444428,29.4,18.1,57.88034722222221
812,2015-03-27,23.0526388888889,27.7,19.7,58.81875000000003
813,2015-03-28,22.2015277777777,27.3,18.9,63.96833333333331
814,2015-03-29,19.808188757807102,25.6,17.6,71.52845246356681
815,2015-03-30,20.193819444444518,27.4,16.9,68.87611111111097
816,2015-03-31,21.274583333333307,28.1,18.4,66.67027777777774
817,2015-04-01,21.97951388888891,26.9,18.9,63.12541666666666
818,2015-04-02,23.001458333333275,29.4,18.4,60.80444444444452
819,2015-04-03,18.865902777777848,22.5,16.9,76.15173611111118
820,2015-04-04,20.110347222222103,25.9,18.2,73.24055555555557
821,2015-04-05,20.963402777777787,24.8,18.0,68.27965277777777
822,2015-04-06,22.145486111111033,27.2,18.5,63.48694444444446
823,2015-04-07,22.454583333333275,27.9,18.5,57.21854166666656
824,2015-04-08,20.93690062543429,28.6,16.0,65.35434329395407
825,2015-04-09,22.827152777777695,28.9,19.2,61.38395833333339
826,2015-04-10,22.368333333333247,29.3,18.9,62.7903472222224
827,2015-04-11,19.603243847874705,25.0,15.9,67.32002237136456
828,2015-04-12,22.872613240418087,29.1,17.4,58.39672473867591
829,2015-04-13,22.2794444444444,27.3,19.6,62.10229166666654
830,2015-04-14,21.217569444444376,27.5,18.8,65.04458333333315
831,2015-04-15,20.191875000000017,27.4,17.8,71.52972222222226
832,2015-04-16,20.238263888888813,27.5,17.4,68.15388888888893
833,2015-04-17,19.66951388888901,26.9,17.6,71.49138888888902
834,2015-04-18,20.610833333333275,28.2,17.6,67.11402777777775
835,2015-04-19,20.89312500000004,26.3,17.4,63.791597222222165
836,2015-04-20,20.890631970260223,27.3,18.1,67.10773234200735
837,2015-04-21,21.135097493036202,27.7,17.6,66.50452646239553
838,2015-04-22,22.70888888888892,28.1,17.4,56.76590277777768
839,2015-04-23,23.72562499999995,29.7,19.2,55.299791666666756
840,2015-04-24,23.8382638888888,30.0,19.3,58.048888888888875
841,2015-04-25,22.64432846207372,26.9,19.8,57.60396659707719
842,2015-04-26,23.849652777777802,29.8,18.5,54.2386805555556
843,2015-04-27,24.7968750000001,30.6,19.0,50.18576388888895
844,2015-04-28,23.711388888888806,29.0,19.7,54.17131944444444
845,2015-04-29,23.72888888888889,28.7,19.2,48.52659722222219
846,2015-04-30,22.28638888888886,26.2,18.8,54.835069444444514
847,2015-05-01,21.18048611111112,26.3,18.2,63.06270833333345
848,2015-05-02,22.674097222222095,27.7,17.6,59.22062499999999
849,2015-05-03,21.951498257839717,28.9,19.5,64.07700348432053
850,2015-05-04,21.264325452016728,25.5,18.1,63.02517385257324
851,2015-05-05,22.982361111111064,28.8,17.5,55.43256944444447
852,2015-05-06,22.89520833333336,28.2,18.6,57.76763888888893
853,2015-05-07,24.25090277777779,31.5,18.5,49.32694444444443
854,2015-05-08,23.584648493543785,30.0,18.8,55.196843615495006
855,2015-05-09,23.96736111111108,29.1,19.1,52.481111111111105
856,2015-05-10,24.34152777777772,29.2,19.7,51.67888888888884
857,2015-05-11,24.449097222222196,29.1,21.0,48.91729166666667
858,2015-05-12,24.809999999999995,30.2,20.3,49.616250000000065
859,2015-05-13,24.437708333333344,29.3,20.5,51.999791666666674
860,2015-05-14,23.95549374130742,30.8,20.0,55.696175243393746
861,2015-05-15,22.492152777777736,28.3,19.7,59.09972222222222
862,2015-05-16,22.908888888888953,29.6,18.0,59.321527777777774
863,2015-05-17,22.41062500000001,29.2,19.1,63.067708333333314
864,2015-05-18,22.309097222222277,29.0,17.7,61.67465277777776
865,2015-05-19,23.314583333333385,29.3,19.7,59.3198611111111
866,2015-05-20,24.040555555555592,29.1,20.3,55.49020833333339
867,2015-05-21,21.698958333333294,28.6,17.3,63.43465277777781
868,2015-05-22,21.953194444444463,27.8,18.0,65.6184722222222
869,2015-05-23,23.428402777777805,30.0,18.6,54.29680555555558
870,2015-05-24,23.0131341209173,30.1,17.3,56.302710215427346
871,2015-05-25,20.640763888888905,27.5,18.4,69.83784722222221
872,2015-05-26,21.677430555555635,28.5,18.5,64.81895833333327
873,2015-05-27,21.92354166666661,26.6,18.8,64.06097222222228
874,2015-05-28,20.517827298050076,25.8,18.5,71.67451253481892
875,2015-05-29,20.318749999999966,26.0,16.7,70.47993055555558
876,2015-05-30,20.025902777777862,27.0,17.1,71.4697222222223
877,2015-05-31,21.91340277777777,29.0,16.2,63.191875000000046
878,2015-06-01,22.487222222222236,27.9,18.5,64.25833333333327
879,2015-06-02,23.720902777777745,29.3,18.0,53.3861805555554
880,2015-06-03,23.658263888888897,28.9,20.0,57.02847222222215
881,2015-06-04,23.246388888888895,28.3,19.4,57.91430555555561
882,2015-06-05,22.11201388888883,26.8,19.4,61.48173611111116
883,2015-06-06,22.967291666666654,29.1,17.5,55.437222222222125
884,2015-06-07,22.647496522948433,27.3,19.1,60.093671766342126
885,2015-06-08,22.081111111111177,26.8,19.2,63.63409722222226
886,2015-06-09,20.268402777777776,25.4,15.9,68.62124999999999
887,2015-06-10,21.34520833333333,28.6,18.1,67.44541666666663
888,2015-06-11,22.923402777777802,28.8,18.7,55.834027777777706
889,2015-06-12,23.58694444444446,29.4,18.0,50.93701388888888
890,2015-06-13,23.04273801250871,29.4,19.3,60.14843641417654
891,2015-06-14,23.345833333333353,29.1,19.8,57.700277777777785
892,2015-06-15,22.318819444444397,29.1,18.3,65.34215277777776
893,2015-06-16,24.71569444444441,29.7,19.8,44.988055555555576
894,2015-06-17,23.37368055555558,27.8,19.0,50.25201388888893
895,2015-06-18,23.736736111111153,29.0,19.0,48.47090277777778
896,2015-06-19,24.503888888888838,28.7,19.2,40.89541666666663
897,2015-06-20,23.79687500000006,27.8,19.5,44.776111111111106
898,2015-06-21,23.79249999999998,28.8,19.8,51.26722222222218
899,2015-06-22,22.79402777777779,28.4,19.3,58.663750000000014
900,2015-06-23,24.553072625698274,29.8,18.9,45.26249999999992
901,2015-06-24,24.54683808200134,29.1,19.6,40.24961779013203
902,2015-06-25,24.32066805845509,29.4,18.8,40.374599860821164
903,2015-06-26,24.530347222222176,28.5,20.1,40.27006944444441
904,2015-06-27,24.808402777777854,28.4,21.7,37.52055555555558
905,2015-06-28,23.52152777777782,28.0,19.1,44.8790972222222
906,2015-06-29,22.892847222222215,27.6,18.5,49.26895833333329
907,2015-06-30,23.20687500000002,28.8,17.9,45.4339583333334
908,2015-07-01,24.24749999999997,29.4,18.1,42.71659722222222
909,2015-07-02,25.552441953562834,30.4,19.3,39.02626100880709
910,2015-07-03,25.021031746031746,29.3,20.3,43.704047619047635
911,2015-07-04,24.709451007644113,29.1,20.4,43.69659485753998
912,2015-07-05,24.69868055555554,29.1,21.4,48.20583333333334
913,2015-07-06,22.875416666666702,27.9,17.8,58.57138888888882
914,2015-07-07,22.160277777777797,26.8,19.2,61.973888888888965
915,2015-07-08,22.72187499999999,28.6,17.6,57.236180555555435
916,2015-07-09,23.393472222222197,29.0,18.2,53.17291666666673
917,2015-07-10,23.369513888888914,29.3,18.3,55.37145833333332
918,2015-07-11,24.135763888888935,28.3,20.8,47.63409722222219
919,2015-07-12,23.579930555555563,28.5,20.0,48.803333333333335
920,2015-07-13,22.857916666666725,28.3,19.2,56.29895833333335
921,2015-07-14,23.234791666666784,28.7,19.7,57.236944444444354
922,2015-07-15,21.295743196092133,27.2,17.4,68.4672714584788
923,2015-07-16,21.53894736842105,28.3,16.4,63.828771929824725
924,2015-07-17,23.56940894568696,28.8,19.1,50.75750798722036
925,2015-07-18,20.85421276595747,27.0,17.1,65.24834042553195
926,2015-07-19,21.02656903765692,27.9,17.3,64.93493723849377
927,2015-07-20,19.792500000000135,25.7,17.7,72.17680555555542
928,2015-07-21,21.135833333333352,27.3,17.1,67.52562500000013
929,2015-07-22,22.605702364394965,28.3,17.8,59.57865090403335
930,2015-07-23,22.189375000000034,27.1,18.6,59.42319444444437
931,2015-07-24,19.818285714285718,20.4,18.9,73.48857142857143
932,2015-07-26,24.47538461538462,28.7,18.3,41.8590598290599
933,2015-07-27,23.971805555555573,29.2,19.4,49.983611111110996
934,2015-07-28,24.069089517980114,29.2,19.2,49.306809487375645
935,2015-07-29,23.396804037005836,28.8,16.7,51.90412111017665
936,2015-07-30,21.878333333333334,27.6,16.1,58.38930555555554
937,2015-07-31,23.57673611111124,28.5,18.8,51.55333333333335
938,2015-08-01,23.572152777777845,28.6,18.6,53.40062499999991
939,2015-08-02,24.031688672689413,29.5,20.5,51.94510076441975
940,2015-08-03,24.644097222222303,29.3,20.2,46.84145833333339
941,2015-08-04,24.736180555555453,30.1,20.2,42.814861111111036
942,2015-08-05,25.201740947075137,30.3,20.2,40.3908077994429
943,2015-08-06,24.620972222222296,29.6,19.2,42.278541666666634
944,2015-08-07,24.629003690036885,29.7,20.7,49.82317343173437
945,2015-08-08,21.622222222222195,26.0,17.7,60.828402777777846
946,2015-08-09,20.323888888888916,24.1,17.0,66.86895833333351
947,2015-08-10,21.69229166666671,26.4,18.7,63.425347222222214
948,2015-08-11,22.81812907904285,28.6,17.7,52.52327773749097
949,2015-08-12,23.009027777777764,28.4,18.0,53.294444444444366
950,2015-08-13,23.467708333333345,27.5,19.2,53.25923611111122
951,2015-08-14,21.93722222222222,27.5,17.9,61.52652777777788
952,2015-08-15,22.48166666666661,29.0,18.0,58.65694444444443
953,2015-08-16,22.011547169811294,26.8,18.4,62.67494339622636
954,2015-08-17,22.742251563585775,28.6,18.4,57.75663655316185
955,2015-08-18,22.6665277777778,28.8,17.3,57.051458333333365
956,2015-08-19,23.667777777777772,29.3,18.2,52.319097222222204
957,2015-08-20,23.255138888888816,29.8,18.0,55.8567361111111
958,2015-08-21,22.04309593023246,28.1,17.1,60.35588662790704
959,2015-08-22,22.914132762312565,28.0,19.4,58.826766595289016
960,2015-08-23,22.863226366001758,28.9,18.8,59.67241977450141
961,2015-08-24,21.982222222222177,27.4,19.1,63.948749999999976
962,2015-08-25,22.93207017543861,28.9,17.6,59.151999999999944
963,2015-08-26,21.723717948717894,27.5,17.2,64.41623931623927
964,2015-08-27,22.260490266762798,27.4,18.1,65.18298485940876
965,2015-08-28,23.478750000000083,29.3,17.7,54.51437500000013
966,2015-08-29,24.721303433777138,28.9,20.8,41.99250175192707
967,2015-08-30,23.658472222222123,28.3,18.8,43.6826388888889
968,2015-08-31,24.465719063545198,28.5,18.4,45.40259197324406
969,2015-09-01,24.30986111111109,29.2,19.3,45.691111111111056
970,2015-09-02,23.835006973500814,28.8,18.8,47.61290097629011
971,2015-09-03,24.06298655343241,29.5,19.1,45.422576079263926
972,2015-09-04,24.20916666666668,29.6,20.0,50.949722222222235
973,2015-09-05,24.363596491228098,30.3,17.4,52.585087719298166
974,2015-09-06,21.713611111111096,27.2,17.4,63.4566666666666
975,2015-09-07,23.234534967555895,28.6,19.0,57.652126892573996
976,2015-09-08,22.862988826815638,29.1,18.2,57.50502793296083
977,2015-09-09,24.00285515320334,29.2,20.3,54.306963788300806
978,2015-09-10,20.552684258416726,27.6,18.0,64.88216560509548
979,2015-09-11,20.62994350282493,24.2,18.1,69.00543785310731
980,2015-09-12,22.667350287120563,28.8,16.4,50.06218211648887
981,2015-09-13,24.079386973180043,29.7,17.7,39.1963984674329
982,2015-09-14,23.652749638205524,28.8,18.1,43.972937771345876
983,2015-09-15,24.075799721835917,30.1,19.2,47.38984700973577
984,2015-09-16,24.361755952380946,30.8,0.0,49.61421130952379
985,2015-09-17,22.505703125000004,27.5,18.3,59.53843750000008
986,2015-09-18,20.757906799083248,27.8,16.7,64.8248281130633
987,2015-09-19,21.822852760736154,29.5,17.9,63.83067484662571
988,2015-09-20,19.7260032102728,26.4,17.0,72.6387640449438
989,2015-09-21,22.562352012628192,30.5,18.6,59.176953433306984
990,2015-09-22,23.090143369175593,28.3,20.6,58.846594982078855
991,2015-09-23,24.39374999999991,29.3,20.3,51.87944444444443
992,2015-09-24,24.348194444444495,30.3,19.8,49.48444444444438
993,2015-09-25,24.34423611111113,29.3,20.8,46.156388888888955
994,2015-09-26,24.308819444444357,29.2,18.9,45.125277777777804
995,2015-09-27,24.186799693016166,28.9,20.3,47.65709900230239
996,2015-09-28,24.683785664579013,29.9,20.0,43.751426583159365
997,2015-09-29,23.872986111111043,29.7,19.1,51.45298611111108
998,2015-09-30,20.832847222222256,27.6,16.0,61.78631944444435
999,2015-10-01,19.32097222222225,23.7,17.0,69.72340277777785
1000,2015-10-02,21.726388888888895,29.5,17.6,60.955069444444625
1001,2015-10-03,21.346398305084648,28.2,18.1,62.47033898305099
1002,2015-10-04,23.299026425591116,29.7,19.1,58.246731571627315
1003,2015-10-05,23.61980542043077,29.3,17.6,50.859624739402335
1004,2015-10-06,24.10319444444442,29.4,19.4,52.65423611111101
1005,2015-10-07,23.69777777777766,29.6,18.5,53.86027777777767
1006,2015-10-08,23.03250000000003,29.1,19.6,60.443611111111025
1007,2015-10-09,22.752222222222255,28.1,19.5,59.774305555555586
1008,2015-10-10,22.774513888888862,28.6,19.4,61.894374999999954
1009,2015-10-11,20.221458333333278,25.3,17.7,66.69756944444444
1010,2015-10-12,21.659583333333305,28.3,18.0,64.86361111111115
1011,2015-10-13,20.900972222222283,27.1,18.0,70.73229166666668
1012,2015-10-14,21.237430555555555,27.8,17.3,66.31368055555556
1013,2015-10-15,20.190486111111134,24.5,16.8,72.68937499999991
1014,2015-10-16,20.679374999999915,27.0,16.5,70.84152777777783
1015,2015-10-17,22.745486111111113,28.6,18.7,61.47520833333333
1016,2015-10-18,22.90785267546904,29.1,19.5,58.92828353022937
1017,2015-10-19,22.517569444444423,28.6,18.3,57.67909722222224
1018,2015-10-20,22.165347222222238,29.0,19.0,60.25701388888894
1019,2015-10-21,22.47344078486334,29.6,18.3,60.88325157673442
1020,2015-10-22,23.25083333333334,30.0,19.6,59.19819444444454
1021,2015-10-23,21.772430555555545,29.1,17.1,63.62409722222215
1022,2015-10-24,19.613541666666706,25.2,17.3,72.91013888888902
1023,2015-10-25,19.320763888888937,27.0,16.2,73.22312499999997
1024,2015-10-26,19.67288016818502,23.8,17.3,74.44828311142255
1025,2015-10-27,19.988537549407035,23.6,17.4,70.01430830039511
1026,2015-10-28,22.4835616438356,28.8,18.0,61.33359769286225
1027,2015-10-29,21.724166666666715,27.4,18.4,62.2127777777777
1028,2015-10-30,22.16576388888891,30.6,18.9,63.07944444444435
1029,2015-10-31,20.701736111111227,27.2,18.4,69.04875000000001
1030,2015-11-01,20.74298611111111,26.1,17.1,64.13284722222235
1031,2015-11-02,18.712430555555535,22.1,16.4,70.90819444444439
1032,2015-11-03,21.10118055555554,25.6,17.2,62.67284722222212
1033,2015-11-04,20.680555555555557,26.8,17.5,69.34402777777778
1034,2015-11-05,20.52319444444445,25.7,17.8,67.86388888888888
1035,2015-11-06,20.954375000000034,26.1,17.9,67.0765277777777
1036,2015-11-07,20.439583333333363,24.7,16.9,69.624513888889
1037,2015-11-08,21.712291666666623,26.8,18.0,65.68500000000002
1038,2015-11-09,22.36520833333331,27.6,18.8,62.611041666666615
1039,2015-11-10,22.463888888888825,29.5,16.6,59.78631944444442
1040,2015-11-11,22.00680555555555,28.5,18.6,62.491111111111046
1041,2015-11-12,22.63611111111113,28.0,19.2,61.17145833333337
1042,2015-11-13,22.83812500000004,28.5,18.9,61.46888888888893
1043,2015-11-14,23.808611111111148,30.6,19.5,58.689652777777845
1044,2015-11-15,22.715416666666613,26.6,20.4,62.13166666666675
1045,2015-11-16,21.14569444444443,27.4,17.9,67.43312500000003
1046,2015-11-17,20.780138888888864,24.8,17.8,65.57701388888876
1047,2015-11-18,20.036249999999818,25.2,18.1,72.1451388888888
1048,2015-11-19,20.828621169916435,25.1,17.6,66.96991643454041
1049,2015-11-20,22.067499999999992,28.0,18.3,63.405972222222246
1050,2015-11-21,22.168124999999915,27.3,18.5,63.524027777777754
1051,2015-11-22,22.240902777777688,28.6,19.1,63.19430555555556
1052,2015-11-23,21.195625000000042,26.3,17.6,67.30208333333326
1053,2015-11-24,21.32187500000002,27.5,18.7,66.7234722222221
1054,2015-11-25,21.94832167832164,27.6,17.3,65.29769230769217
1055,2015-11-26,22.532569444444437,28.7,19.1,63.04194444444448
1056,2015-11-27,22.25576388888891,27.1,19.2,61.95562499999999
1057,2015-11-28,21.34770833333336,26.4,19.3,66.89173611111116
1058,2015-11-29,22.252986111111127,27.9,18.4,62.52888888888899
1059,2015-11-30,23.480069444444453,29.5,19.2,60.43243055555558
1060,2015-12-01,23.086041666666624,27.3,19.9,61.2240277777777
1061,2015-12-02,24.00034770514597,28.3,19.2,45.955354659248925
1062,2015-12-03,21.97868055555552,27.4,17.0,54.274305555555635
1063,2015-12-04,22.168958333333315,29.0,17.9,61.646944444444415
1064,2015-12-05,23.014513888888803,29.2,18.7,56.401666666666664
1065,2015-12-06,23.20284722222216,29.0,18.5,53.82048611111113
1066,2015-12-07,22.880069444444384,27.4,19.3,58.489583333333336
1067,2015-12-08,22.98104166666662,28.2,19.5,58.379513888888816
1068,2015-12-09,22.76291666666669,28.1,18.8,59.58256944444433
1069,2015-12-10,23.356634078212238,28.7,19.0,57.983868715083766
1070,2015-12-11,23.20868055555563,28.8,18.9,53.22798611111109
1071,2015-12-12,22.85395833333331,29.7,16.5,51.790625
1072,2015-12-13,22.420845697329383,28.3,19.1,61.74413946587532
1073,2015-12-14,22.081805555555633,28.1,19.8,65.81291666666664
1074,2015-12-15,21.44125000000003,28.6,16.7,64.40354166666664
1075,2015-12-16,22.106527777777806,28.6,18.4,62.65555555555568
1076,2015-12-17,22.681250000000087,27.4,19.8,61.71472222222218
1077,2015-12-18,21.98402777777777,26.2,18.5,63.5622916666666
1078,2015-12-19,22.742777777777793,29.1,19.1,62.037152777777806
1079,2015-12-20,23.80827538247569,29.0,19.6,54.03616133518772
1080,2015-12-21,23.301319444444452,28.9,18.8,51.52013888888894
1081,2015-12-22,23.037291666666604,28.5,18.3,53.64020833333331
1082,2015-12-23,23.504999999999967,29.7,18.3,55.65361111111105
1083,2015-12-24,23.969930555555543,29.1,19.5,50.368124999999985
1084,2015-12-25,23.89386759581883,29.8,19.0,49.97121951219512
1085,2015-12-26,23.50310693641621,29.5,18.0,48.6795520231213
1086,2015-12-27,23.03909722222218,28.5,18.6,53.15527777777779
1087,2015-12-28,23.694506258692677,29.6,20.2,57.64353268428374
1088,2015-12-29,24.23263888888884,30.2,18.4,50.298749999999934
1089,2015-12-30,24.625277777777697,30.0,20.8,53.698333333333366
1090,2015-12-31,24.642291666666633,28.9,20.6,49.70333333333331
1091,2016-01-01,22.89340277777781,28.4,19.8,57.27833333333331
1092,2016-01-02,21.634583333333346,24.8,19.5,66.85854166666672
1093,2016-01-03,22.1557638888889,29.8,18.3,63.231319444444416
1094,2016-01-04,20.823124999999955,28.0,18.3,69.49875000000007
1095,2016-01-05,21.680069930069827,27.4,17.7,64.27762237762241
1096,2016-01-06,21.55201388888891,29.8,17.9,67.43229166666684
1097,2016-01-07,23.02284722222224,29.5,18.8,63.21736111111103
1098,2016-01-08,23.2979861111111,30.1,19.8,60.98756944444458
1099,2016-01-09,22.897222222222197,28.7,18.3,58.60666666666665
1100,2016-01-10,22.993348801237396,30.0,18.7,55.76202629543704
1101,2016-01-11,20.609583333333255,23.1,18.5,61.30458333333332
1102,2016-01-12,22.0652777777778,30.1,16.6,57.84916666666659
1103,2016-01-13,22.20555555555557,27.9,18.3,58.974166666666534
1104,2016-01-14,22.75541666666669,28.6,19.3,58.664166666666716
1105,2016-01-15,23.710624999999975,30.6,18.4,53.753750000000046
1106,2016-01-16,23.56236111111111,30.7,18.3,51.97902777777775
1107,2016-01-17,23.655902777777808,30.5,18.2,51.79215277777777
1108,2016-01-18,22.29812500000003,29.0,16.0,48.427152777777884
1109,2016-01-19,22.032986111111136,27.9,17.3,55.73368055555556
1110,2016-01-20,22.47814018043025,29.0,17.6,54.7126301179737
1111,2016-01-21,22.603958333333274,29.3,18.2,57.83527777777781
1112,2016-01-22,22.027222222222218,29.7,18.9,63.19597222222228
1113,2016-01-23,22.365138888888897,27.8,18.4,63.399513888889004
1114,2016-01-24,21.025694444444444,24.9,18.9,66.56993055555559
1115,2016-01-25,22.48388888888879,29.1,17.9,58.529930555555566
1116,2016-01-26,23.101388888888874,29.8,18.7,58.75506944444439
1117,2016-01-27,23.710972222222185,30.4,19.3,55.97784722222222
1118,2016-01-28,23.504097222222274,29.7,20.1,58.60055555555554
1119,2016-01-29,22.6067361111111,28.3,19.8,60.58236111111111
1120,2016-01-30,22.552777777777774,27.8,18.9,55.16201388888881
1121,2016-01-31,22.095347222222223,29.3,16.7,53.77451388888892
1122,2016-02-01,22.82854166666669,28.8,19.0,55.586111111111094
1123,2016-02-02,23.072361111111114,29.6,18.7,56.24229166666661
1124,2016-02-03,23.256388888888885,28.4,20.0,56.35222222222224
1125,2016-02-04,23.1990277777778,28.7,18.6,51.36513888888879
1126,2016-02-05,21.793749999999957,25.3,19.5,59.988680555555526
1127,2016-02-06,23.676580958999274,29.9,19.2,47.85246699096596
1128,2016-02-07,23.22472222222226,29.0,19.5,57.574305555555604
1129,2016-02-08,22.24354166666665,27.7,19.1,62.62631944444441
1130,2016-02-09,23.529583333333377,29.4,19.0,55.09444444444448
1131,2016-02-10,23.904821802934983,29.3,19.5,56.631097134870735
1132,2016-02-11,22.631736111111163,26.5,19.8,60.85451388888887
1133,2016-02-12,22.709861111111138,28.1,18.7,57.63048611111097
1134,2016-02-13,22.83519553072629,29.1,19.7,60.701815642458165
1135,2016-02-14,23.30618055555557,29.5,20.0,60.7679166666666
1136,2016-02-15,24.641875000000013,30.1,20.5,53.989305555555546
1137,2016-02-16,25.40062500000005,31.7,19.9,50.21819444444439
1138,2016-02-17,22.9711805555555,28.9,17.9,59.1833333333333
1139,2016-02-18,23.74864864864867,30.2,19.8,58.47770270270277
1140,2016-02-19,23.825835654596126,29.6,20.4,57.09728412256269
1141,2016-02-20,23.763697604790433,27.6,20.7,59.337275449101945
1142,2016-02-21,20.316527777777836,24.5,18.4,73.09805555555559
1143,2016-02-22,21.315833333333345,28.1,18.7,68.15777777777778
1144,2016-02-23,23.54062499999995,30.1,19.0,62.94999999999996
1145,2016-02-24,23.36965277777779,28.3,20.8,59.99194444444448
1146,2016-02-25,23.004447533009166,27.6,20.3,60.66219596942334
1147,2016-02-26,22.65090277777772,28.7,18.4,55.986875000000104
1148,2016-02-27,23.617553559087728,29.0,19.3,54.14547339322742
1149,2016-02-28,23.63750000000009,29.4,20.5,58.727083333333326
1150,2016-02-29,23.63999999999991,29.3,20.3,59.91201388888886
1151,2016-03-01,23.911613351877605,31.0,20.0,56.34165507649517
1152,2016-03-02,23.65513888888892,29.5,19.3,54.16159722222223
1153,2016-03-03,23.681388888888883,29.2,20.6,55.590555555555575
1154,2016-03-04,23.911111111111076,29.3,20.8,58.96659722222224
1155,2016-03-05,24.0676634214185,31.5,20.2,56.52684283727402
1156,2016-03-06,22.241388888888935,26.1,20.3,59.70215277777789
1157,2016-03-07,21.57243055555555,30.2,17.6,62.471597222222215
1158,2016-03-08,22.267222222222212,29.2,18.6,60.278680555555646
1159,2016-03-09,23.20437499999992,30.7,19.7,58.024166666666716
1160,2016-03-10,23.078402777777683,29.4,20.1,59.376041666666694
1161,2016-03-11,23.580404463040438,30.1,18.9,54.77022315202232
1162,2016-03-12,23.309791666666662,30.9,19.6,58.35638888888896
1163,2016-03-13,23.116874999999947,29.6,20.4,59.24916666666662
1164,2016-03-14,21.844166666666606,27.3,18.8,66.27875
1165,2016-03-15,23.696041666666652,29.4,19.8,57.380347222222284
1166,2016-03-16,24.931388888888897,30.5,20.8,55.62395833333343
1167,2016-03-17,22.21895833333336,26.9,20.2,65.83548611111108
1168,2016-03-18,23.733055555555595,29.3,19.1,59.20618055555559
1169,2016-03-19,24.9508333333333,30.5,21.0,55.398263888888785
1170,2016-03-20,23.68405292479103,30.5,20.1,56.730710306406706
1171,2016-03-21,22.657986111111093,27.7,19.0,63.452361111110996
1172,2016-03-22,23.635625000000026,28.3,20.7,59.48513888888876
1173,2016-03-23,24.99777777777776,30.8,20.0,51.34770833333333
1174,2016-03-24,24.983125000000047,32.3,20.6,50.99201388888898
1175,2016-03-25,25.30423611111107,32.0,20.5,51.602847222222195
1176,2016-03-26,25.714305555555534,31.9,21.1,51.80770833333344
1177,2016-03-27,24.44756606397775,30.3,21.5,57.79513212795542
1178,2016-03-28,23.39458333333334,29.4,20.3,61.25576388888882
1179,2016-03-29,24.309375000000014,31.2,19.1,53.9236111111112
1180,2016-03-30,21.895902777777778,30.6,18.7,64.62000000000003
1181,2016-03-31,22.317430555555585,27.2,17.8,60.0702777777778
1182,2016-04-01,21.78513888888883,29.8,19.1,67.05659722222227
1183,2016-04-02,21.669999999999927,26.2,19.4,66.22798611111111
1184,2016-04-03,21.309722222222224,26.2,18.6,64.3977777777777
1185,2016-04-04,22.34479166666667,29.9,17.9,55.419583333333385
1186,2016-04-05,21.884166666666697,28.3,18.2,65.88583333333335
1187,2016-04-06,22.394948755490425,27.4,18.7,63.44882869692543
1188,2016-04-07,23.361875000000015,27.9,20.1,62.49631944444434
1189,2016-04-08,23.95340277777785,29.7,19.8,60.77854166666661
1190,2016-04-09,21.275486111111118,25.2,18.7,70.27118055555579
1191,2016-04-10,22.05090277777778,27.0,18.6,67.74548611111108
1192,2016-04-11,21.88527777777778,28.3,17.9,65.71326388888892
1193,2016-04-12,19.61319444444439,24.5,17.8,75.26104166666673
1194,2016-04-13,20.85208333333329,25.8,18.0,66.35583333333342
1195,2016-04-14,22.149791666666715,28.0,17.9,61.43180555555548
1196,2016-04-15,23.995277777777776,30.1,19.8,59.33458333333335
1197,2016-04-16,23.200833333333215,27.3,20.7,60.363055555555555
1198,2016-04-17,23.334930555555452,30.2,20.3,57.914166666666766
1199,2016-04-18,24.305138888888845,30.1,19.8,53.33444444444443
1200,2016-04-19,23.86770833333332,29.8,20.6,58.55916666666668
1201,2016-04-20,24.280694444444563,30.1,20.5,57.225138888888836
1202,2016-04-21,24.679861111111244,31.7,19.4,54.10715277777782
1203,2016-04-22,24.468055555555544,29.8,20.8,54.02541666666675
1204,2016-04-23,23.60215277777795,29.5,20.0,56.934791666666754
1205,2016-04-24,21.197361111111064,27.0,17.7,66.73298611111113
1206,2016-04-25,22.060972222222237,28.0,17.6,63.667083333333316
1207,2016-04-26,21.175312934631346,27.6,18.1,68.45222531293459
