indice,fecha,Temperatura_prom,Temperatura_max,Temperatura_min,Humedad_prom
221,2013-08-10,19.763073713491004,28.5,16.8,72.76808066759378
222,2013-08-11,19.669722222222184,25.8,16.1,72.35284722222215
223,2013-08-12,20.30180555555562,26.1,17.2,72.61361111111104
224,2013-08-13,19.425416666666674,24.6,16.0,76.6327083333333
225,2013-08-14,22.964791666666688,29.0,18.2,61.55187500000001
226,2013-08-15,23.20993055555556,28.1,19.2,57.37833333333322
227,2013-08-16,22.623888888888793,27.7,19.1,62.017152777777774
228,2013-08-17,21.890069444444457,28.1,16.9,66.36104166666654
229,2013-08-18,19.841388888888883,24.7,16.8,72.4706944444445
230,2013-08-19,20.912430555555538,25.4,18.1,67.99506944444464
231,2013-08-20,21.933125000000032,28.2,17.6,68.3401388888889
232,2013-08-21,22.349027777777785,28.4,18.7,62.433819444444424
233,2013-08-22,21.88555555555553,27.4,17.3,63.071527777777604
234,2013-08-23,22.449236111111038,27.9,18.3,58.30006944444435
235,2013-08-24,21.038888888888895,25.5,17.8,66.78881944444448
236,2013-08-25,21.35069444444443,27.4,17.1,66.06958333333321
237,2013-08-26,21.26395833333331,28.3,15.9,63.49000000000002
238,2013-08-27,21.455833333333285,27.5,17.1,63.93180555555557
239,2013-08-28,23.210555555555523,28.4,18.0,55.11437499999999
240,2013-08-29,21.71153578874214,26.7,17.8,65.55760945100768
241,2013-08-30,22.343472222222253,27.3,18.6,60.62347222222221
242,2013-08-31,23.007777777777765,28.1,18.1,53.858680555555544
243,2013-09-01,21.590694444444456,27.1,17.5,65.15006944444451
244,2013-09-02,21.510416666666647,26.9,16.5,64.15993055555539
245,2013-09-03,19.741458333333394,27.1,16.2,71.08298611111104
246,2013-09-04,19.942638888888936,23.5,17.0,69.13395833333335
247,2013-09-05,20.30917303683106,27.7,17.2,70.51389854065324
248,2013-09-06,19.25791666666659,23.7,17.1,77.82104166666657
249,2013-09-07,20.13451388888889,25.9,17.2,74.56041666666671
250,2013-09-08,21.559388038943,27.5,18.1,67.50354659248957
251,2013-09-09,21.0680555555555,26.3,18.0,66.69972222222229
252,2013-09-10,20.914513888888877,25.8,16.6,67.22222222222213
253,2013-09-11,20.566597222222224,24.7,17.7,68.02916666666668
254,2013-09-12,19.825833333333378,27.5,17.2,73.92902777777776
255,2013-09-13,20.90909722222218,27.1,17.4,69.53888888888889
256,2013-09-14,21.918958333333336,26.6,18.6,66.80486111111102
257,2013-09-15,23.572948539638347,29.1,19.0,59.43887343532682
258,2013-09-16,24.15013888888884,29.3,19.2,52.29472222222226
259,2013-09-17,22.355416666666677,27.3,19.0,64.29138888888886
260,2013-09-18,22.752851182197496,27.9,19.4,61.610709318497904
261,2013-09-19,22.610006949270343,28.2,19.2,59.85406532314107
262,2013-09-20,22.937552155771872,28.6,17.1,52.40917941585541
263,2013-09-21,23.470694444444497,29.7,18.3,57.17951388888898
264,2013-09-22,23.43749999999998,29.2,19.1,56.29237288135598
265,2013-09-23,24.308750000000003,29.6,20.0,53.58145833333343
266,2013-09-24,23.178333333333324,29.8,17.8,56.01798611111105
267,2013-09-25,23.556180555555578,28.0,19.1,55.13826388888892
268,2013-09-26,21.09138888888903,27.1,19.1,66.03006944444438
269,2013-09-27,20.626522043386995,26.4,17.1,71.04205738278512
270,2013-09-28,19.68895833333331,26.7,15.9,70.11180555555562
271,2013-09-29,20.850624999999997,26.9,17.9,67.36270833333343
272,2013-09-30,20.643240901213144,25.8,16.7,67.16395147313683
273,2013-10-01,19.992561403508777,24.7,16.6,67.89171929824569
274,2013-10-02,21.437499999999996,29.0,17.2,63.48541666666673
275,2013-10-03,21.367083333333255,26.2,18.4,68.29090277777757
276,2013-10-04,19.821696801112644,25.2,16.0,71.12976356050065
277,2013-10-05,22.67611940298512,28.5,17.7,59.547192608386666
278,2013-10-06,23.074236111111098,29.5,17.4,56.100624999999994
279,2013-10-07,22.4455687369156,27.7,18.1,60.41933007676197
280,2013-10-08,22.52479166666673,28.3,17.3,59.742916666666495
281,2013-10-09,23.46201388888885,28.6,19.6,55.385138888888854
282,2013-10-10,22.312916666666673,28.0,16.4,59.068055555555475
283,2013-10-11,20.687013888888828,26.8,16.3,68.4392361111111
284,2013-10-12,21.342205056179797,27.2,18.5,66.87717696629211
285,2013-10-13,20.289950460014076,26.5,15.9,70.62441613588103
286,2013-10-14,18.835355648535664,20.9,17.4,80.34114365411435
287,2013-10-15,21.149032738095197,28.3,18.0,66.86986607142855
288,2013-10-16,19.79861111111113,22.3,17.8,73.79347222222219
289,2013-10-17,20.805763888888873,26.0,17.2,66.63923611111119
290,2013-10-18,20.946105702364388,28.2,18.1,65.80556328233655
291,2013-10-19,22.68833333333329,29.2,17.6,59.6565277777778
292,2013-10-20,22.268263888888903,27.2,18.8,63.19923611111108
293,2013-10-21,20.569166666666675,25.3,17.9,71.88631944444461
294,2013-10-22,20.207083333333323,25.4,16.9,72.14062500000006
295,2013-10-23,20.79590277777772,26.1,18.2,71.10743055555557
296,2013-10-24,21.657928118393205,27.8,17.9,69.27709654686397
297,2013-10-25,22.498750000000012,28.4,18.8,63.65444444444435
298,2013-10-26,22.025156794425055,26.4,18.2,66.20822299651557
299,2013-10-27,20.835927727588604,26.0,17.8,69.22168172341902
300,2013-10-28,21.949338900487128,27.9,17.9,63.25796798886571
301,2013-10-29,21.253107344632745,27.5,18.5,67.40155367231638
302,2013-10-30,22.5,27.7,19.6,61.04934756820867
303,2013-10-31,20.58263888888889,26.0,16.7,64.42631944444456
304,2013-11-01,20.573402777777737,25.6,16.1,61.66604166666668
305,2013-11-02,21.029791666666693,26.8,16.0,57.14347222222221
306,2013-11-03,20.48304378040312,25.7,15.8,65.15906879777623
307,2013-11-04,19.05243055555556,26.6,15.8,75.32798611111116
308,2013-11-05,19.51930555555551,27.1,15.9,74.23888888888891
309,2013-11-06,20.15041666666668,27.7,15.9,70.43909722222237
310,2013-11-07,19.31506944444441,24.2,16.0,71.602013888889
311,2013-11-08,20.42381944444445,26.9,17.2,69.68305555555573
312,2013-11-09,21.05314136125658,25.6,17.6,67.4999127399651
313,2013-11-10,20.407013888888905,25.4,18.3,71.83826388888872
314,2013-11-11,22.390069444444404,29.2,18.3,63.53388888888889
315,2013-11-12,22.270277777777764,27.9,18.2,65.75597222222217
316,2013-11-13,22.35577190542427,28.9,17.4,64.10869262865094
317,2013-11-14,22.19168994413405,27.9,18.1,61.81759776536305
318,2013-11-15,22.251041666666666,27.8,18.0,66.82770833333346
319,2013-11-16,22.828819444444413,27.6,18.7,64.80236111111107
320,2013-11-17,22.081145251396574,28.6,18.8,65.98896648044688
321,2013-11-18,21.43513888888887,27.6,17.9,65.58673611111112
322,2013-11-19,20.61472222222215,26.0,17.4,66.10215277777789
323,2013-11-20,19.67097222222225,24.5,16.7,73.9856250000001
324,2013-11-21,21.214066852367672,27.3,18.2,66.08077994428979
325,2013-11-22,21.170972222222197,27.6,17.2,64.85458333333325
326,2013-11-23,20.613819444444427,26.9,18.7,69.88513888888889
327,2013-11-24,18.9227083333333,25.2,17.0,76.09583333333343
328,2013-11-25,20.50298611111114,28.1,15.9,67.42784722222223
329,2013-11-26,19.632847222222185,26.2,16.1,71.85145833333338
330,2013-11-27,20.868888888888893,27.6,16.4,66.236875
331,2013-11-28,20.088680555555516,24.3,16.6,67.03041666666674
332,2013-11-29,20.37316901408447,26.9,17.6,66.9422535211267
333,2013-11-30,18.99069444444443,23.3,17.2,79.06756944444456
334,2013-12-01,19.43884642112579,25.3,16.1,76.02487838776928
335,2013-12-02,19.43895833333326,23.2,15.9,75.08486111111107
336,2013-12-03,19.671299513551048,26.0,16.2,72.00215427380121
337,2013-12-04,21.047569444444456,26.0,16.0,68.1484027777779
338,2013-12-05,21.528402777777774,27.0,18.4,65.97527777777782
339,2013-12-06,21.860624999999967,27.2,17.2,63.94548611111105
340,2013-12-07,19.35723684210523,20.0,18.5,77.26929824561404
341,2013-12-09,20.69201312910286,23.6,18.5,68.60470459518604
342,2013-12-10,21.24756944444441,26.1,17.6,67.12659722222219
343,2013-12-11,21.942426367461472,27.6,18.3,65.41725105189347
344,2013-12-12,22.308749999999904,27.8,18.5,65.95493055555549
345,2013-12-13,21.10486111111116,24.1,18.7,70.27513888888895
346,2013-12-14,22.48361111111115,28.0,18.0,62.116041666666725
347,2013-12-15,22.921169916434582,28.7,19.2,61.48676880222839
348,2013-12-16,22.10916666666668,27.2,19.1,67.5181250000001
349,2013-12-17,21.058749999999993,26.0,18.1,70.12361111111112
350,2013-12-18,19.615416666666697,23.6,17.9,75.08083333333333
351,2013-12-19,20.84527777777782,26.9,16.4,66.86611111111095
352,2013-12-20,20.86826388888882,25.3,16.8,63.19486111111114
353,2013-12-21,21.100763888888906,27.5,18.0,63.79805555555566
354,2013-12-22,20.478819444444483,25.0,18.1,67.95993055555563
355,2013-12-23,18.234652777777754,23.6,15.9,76.94187500000004
356,2013-12-24,19.238958333333308,25.5,15.9,71.7209027777778
357,2013-12-25,20.21715277777783,28.0,16.5,66.7964583333335
358,2013-12-26,20.58715277777772,25.7,17.7,67.22548611111107
359,2013-12-27,21.95777777777773,28.1,17.7,62.733958333333256
360,2013-12-28,23.11895833333331,29.3,17.9,56.12993055555564
361,2013-12-29,23.0695138888889,29.9,17.5,58.12555555555549
362,2013-12-30,22.410208333333358,27.1,19.7,65.1314583333333
363,2013-12-31,22.05138888888891,27.8,18.2,63.198333333333316
364,2014-01-01,21.9688888888889,27.2,19.0,64.25368055555559
365,2014-01-02,21.224358084663397,26.0,17.6,63.575850104094464
366,2014-01-03,21.173819444444476,24.4,18.2,66.77347222222218
367,2014-01-04,22.808479327259967,28.3,18.8,60.19817799579556
368,2014-01-05,21.323819444444425,28.1,18.5,66.32729166666658
369,2014-01-06,18.783680555555495,23.2,17.5,75.48486111111116
370,2014-01-07,20.410972222222227,27.1,16.9,64.2499305555556
371,2014-01-08,20.573216783216804,24.5,17.6,67.80146853146846
372,2014-01-09,21.051250000000056,27.7,16.9,63.83388888888904
373,2014-01-10,20.623869171885875,27.8,18.1,68.13409881697996
374,2014-01-11,20.05173611111114,27.2,17.6,71.11361111111111
375,2014-01-12,20.451151430565186,24.9,17.3,68.47732030704825
376,2014-01-13,22.039444444444456,26.9,18.9,63.86743055555557
377,2014-01-14,22.149305555555536,27.7,18.4,64.393125
378,2014-01-15,22.12819444444444,27.1,18.6,63.49673611111113
379,2014-01-16,22.058680555555508,26.7,18.5,63.4090277777778
380,2014-01-17,21.781913407821204,27.3,18.3,61.63659217877088
381,2014-01-18,22.6841666666666,27.6,19.0,61.020763888888936
382,2014-01-19,22.126713286713294,26.5,18.9,66.03888111888111
383,2014-01-20,21.74951388888882,24.9,19.3,65.87611111111107
384,2014-01-21,21.752986111111046,25.8,19.0,66.86430555555557
385,2014-01-22,20.917361111111102,25.2,19.4,71.17111111111113
386,2014-01-23,22.053194444444447,27.6,18.5,63.45618055555551
387,2014-01-24,22.068055555555556,27.2,18.2,62.9304861111112
388,2014-01-25,21.788472222222232,27.5,18.1,61.21562500000002
389,2014-01-26,20.306111111111157,25.0,17.5,66.88513888888899
390,2014-01-27,21.15930555555553,27.4,15.9,60.728750000000055
391,2014-01-28,21.3041666666666,27.8,17.9,64.92513888888882
392,2014-01-29,21.97999999999998,28.0,18.8,63.786736111111104
393,2014-01-30,20.503749999999943,25.6,17.9,65.766875
394,2014-01-31,21.155213435969188,26.2,16.2,60.906228131560624
395,2014-02-01,22.134930555555542,27.4,19.1,63.788611111110946
396,2014-02-02,21.229513888888896,25.8,19.0,68.55437500000009
397,2014-02-03,18.996620278329985,19.9,18.1,77.27972166998009
398,2014-02-04,23.70715025906734,27.8,20.0,52.83139896373059
399,2014-02-05,21.40402777777779,26.7,17.3,61.74243055555552
400,2014-02-06,20.85388888888894,27.4,16.8,64.76666666666671
401,2014-02-07,21.167847222222214,26.1,17.9,61.254513888888795
402,2014-02-08,21.452986111111155,25.5,18.6,62.754236111111204
403,2014-02-09,22.14833333333339,27.1,19.0,62.612847222222314
404,2014-02-10,22.291730368311313,27.7,17.9,62.82703266157059
405,2014-02-11,22.85333333333335,28.2,19.5,58.87361111111118
406,2014-02-12,23.0959722222222,28.8,19.2,58.345138888888776
407,2014-02-13,21.17506944444447,26.0,18.8,68.508263888889
408,2014-02-14,20.577638888888867,24.7,18.2,68.64500000000005
409,2014-02-15,22.477638888888887,27.3,18.8,62.86826388888893
410,2014-02-16,22.31722222222229,28.2,17.5,56.33083333333329
411,2014-02-17,20.661736111111026,26.7,18.1,67.61840277777779
412,2014-02-18,21.197732603596602,27.2,17.0,63.86223612197025
413,2014-02-19,20.667847222222203,25.8,17.9,67.2229861111112
414,2014-02-20,20.781597222222178,25.5,18.2,70.45798611111113
415,2014-02-21,21.580486111111096,28.5,18.4,61.38166666666673
416,2014-02-22,20.92798611111117,24.5,18.5,64.37534722222227
417,2014-02-23,21.500625000000028,25.5,18.6,64.75152777777774
418,2014-02-24,21.879930555555575,28.9,18.6,64.44041666666652
419,2014-02-25,21.452638888888945,24.3,19.5,66.32874999999984
420,2014-02-26,22.231319444444424,27.4,18.6,65.23465277777778
421,2014-02-27,20.051458333333336,26.0,15.6,73.57451388888899
422,2014-02-28,20.820337881741327,29.1,17.3,67.68102664067584
423,2014-03-01,21.097550734779578,25.7,18.5,64.11462561231647
424,2014-03-02,20.827380125086858,27.1,15.9,59.36038915913829
425,2014-03-03,20.201666666666668,25.4,17.9,67.37187500000002
426,2014-03-04,20.628581871345013,27.3,17.4,68.0718567251462
427,2014-03-05,21.229034531360107,26.8,17.9,63.95398167723748
428,2014-03-06,20.79465277777772,27.9,16.7,67.99187499999996
429,2014-03-07,20.704930555555617,26.4,17.9,69.27180555555562
430,2014-03-08,20.11618055555549,26.5,17.9,71.53555555555569
431,2014-03-09,20.29583333333332,26.7,17.6,70.2435416666667
432,2014-03-10,21.238188153310098,27.0,18.0,66.10209059233448
433,2014-03-11,21.636357292393605,28.0,18.6,63.42721563154217
434,2014-03-12,20.107499999999987,26.1,15.9,70.25972222222217
435,2014-03-13,20.852013888888916,24.4,19.2,69.38791666666667
436,2014-03-14,20.93201388888889,24.9,18.3,66.50361111111125
437,2014-03-15,21.470694444444515,27.7,18.8,64.12374999999992
438,2014-03-16,20.747185545517727,27.7,17.7,68.864211257818
439,2014-03-17,22.296180555555456,28.2,18.4,65.34513888888891
440,2014-03-18,21.69756775538567,25.6,19.6,66.14718554551781
441,2014-03-19,22.93916666666668,28.6,18.5,61.46868055555563
442,2014-03-20,23.39330578512398,28.6,19.5,60.46710743801649
443,2014-03-21,23.135232800555926,27.4,20.2,61.872897845726165
444,2014-03-22,23.34951388888892,29.2,19.7,57.60875000000007
445,2014-03-23,22.542569444444407,27.8,18.4,62.81118055555571
446,2014-03-24,21.6577083333334,25.9,19.1,64.77541666666669
447,2014-03-25,22.518181818181805,28.1,18.3,61.85100624566272
448,2014-03-26,21.795555555555474,27.9,19.2,60.154791666666625
449,2014-03-27,23.014722222222165,28.6,18.6,56.470763888888804
450,2014-03-28,23.190785498489543,30.0,18.0,55.406193353474265
451,2014-03-29,23.960416666666653,29.8,19.7,55.95874999999997
452,2014-03-30,22.945201668984716,29.8,18.5,53.14763560500693
453,2014-03-31,22.403541666666605,27.3,18.7,55.466458333333435
454,2014-04-01,23.08340277777776,29.4,17.3,50.13486111111107
455,2014-04-02,23.56678622668572,28.6,19.2,56.04842180774749
456,2014-04-03,22.231736111111147,27.3,19.7,64.94861111111109
457,2014-04-04,22.198472222222176,29.8,18.5,61.59631944444453
458,2014-04-05,23.51208333333335,29.8,18.7,56.09118055555559
459,2014-04-06,24.25133802816898,28.7,20.6,53.73556338028171
460,2014-04-07,23.74280750521201,29.7,18.4,56.895691452397536
461,2014-04-08,23.692409470752107,28.4,19.8,58.78098885793874
462,2014-04-09,21.985972222222287,26.4,19.3,61.3665277777778
463,2014-04-10,23.447847222222197,29.5,18.3,52.88354166666665
464,2014-04-11,23.340583738707444,29.0,20.0,58.06678248783871
465,2014-04-12,21.858749999999954,28.4,19.3,63.434513888888866
466,2014-04-13,23.108402777777755,29.6,17.2,56.93125000000005
467,2014-04-14,23.836249999999882,29.3,19.8,57.01625000000005
468,2014-04-15,20.486458333333335,26.1,18.1,70.17777777777759
469,2014-04-16,20.346041666666626,26.0,17.6,70.25381944444457
470,2014-04-17,21.746736111111105,28.4,17.7,64.94708333333332
471,2014-04-18,21.709540389972233,26.6,18.7,63.41002785515315
472,2014-04-19,22.385069444444397,28.1,18.8,62.27027777777776
473,2014-04-20,22.06916666666661,28.2,18.5,68.34881944444444
474,2014-04-21,21.318541666666594,27.6,17.6,70.27215277777785
475,2014-04-22,21.554236111111127,27.3,17.3,66.3976388888888
476,2014-04-23,21.151388888888903,27.7,18.1,65.81618055555565
477,2014-04-24,20.015833333333276,24.5,16.7,70.59256944444448
478,2014-04-25,21.560972222222208,28.9,17.5,67.54777777777772
479,2014-04-26,19.30194444444443,24.5,16.6,75.38062500000004
480,2014-04-27,21.007719054241992,27.3,17.3,69.07030598052846
481,2014-04-28,23.12479166666667,28.3,19.4,62.894097222222356
482,2014-04-29,22.94833333333333,29.0,19.0,60.98083333333331
483,2014-04-30,21.38177374301683,28.6,18.7,68.53987430167594
484,2014-05-01,21.146944444444458,27.0,19.0,69.40090277777774
485,2014-05-02,20.624652777777833,26.8,19.0,73.66097222222217
486,2014-05-03,22.51590277777772,29.2,18.4,64.34520833333333
487,2014-05-04,21.96298611111104,26.1,18.8,65.0201388888889
488,2014-05-05,22.60472222222219,29.3,19.1,62.90229166666664
489,2014-05-06,21.875208333333312,27.2,18.7,65.42652777777761
490,2014-05-07,19.74437500000004,22.5,17.1,74.84222222222219
491,2014-05-08,20.613865546218513,26.0,18.1,69.3987394957983
492,2014-05-09,18.803888888888782,24.4,17.0,80.6394444444445
493,2014-05-10,19.857430555555602,25.2,16.6,72.51805555555536
494,2014-05-11,19.922051639916223,25.2,16.4,71.0405443126309
495,2014-05-12,21.42336122733608,28.2,17.2,67.11778242677822
496,2014-05-13,23.141111111111083,30.0,17.8,62.33687499999992
497,2014-05-14,22.876666666666715,27.9,18.4,63.388888888888836
498,2014-05-15,20.906666666666677,26.2,18.0,68.7526388888889
499,2014-05-16,22.452777777777772,28.8,18.2,62.15534722222228
500,2014-05-17,20.73381944444449,26.2,17.8,69.34513888888885
501,2014-05-18,21.383125,27.0,18.5,68.79652777777781
502,2014-05-19,22.873819444444475,28.9,18.9,62.908263888888975
503,2014-05-20,21.040208667736827,27.2,18.5,66.27231139646872
504,2014-05-21,20.751007644197358,26.6,17.5,65.82842251563578
505,2014-05-22,22.3240972222222,29.5,18.3,63.88861111111098
506,2014-05-23,21.73783494105039,29.0,18.4,66.34887459807064
507,2014-05-26,24.907829977628616,28.6,21.0,52.76196868008946
508,2014-05-27,22.34606918238984,27.3,19.0,61.882861635220124
509,2014-05-28,22.78180555555559,29.3,18.2,62.02152777777773
510,2014-05-29,20.330924252953437,23.8,18.3,73.6387074357192
511,2014-05-30,22.26381944444444,28.1,18.4,64.76770833333336
512,2014-05-31,22.809652777777725,29.6,17.5,62.043541666666705
513,2014-06-01,22.7738888888888,27.8,18.8,65.06624999999993
514,2014-06-02,21.053819444444514,27.1,18.1,70.00020833333325
515,2014-06-03,22.251944444444455,27.6,17.6,65.30562500000005
516,2014-06-04,23.215069444444403,28.9,19.3,62.06013888888889
517,2014-06-05,22.39180555555549,26.9,19.7,67.26479166666658
518,2014-06-06,22.732291666666697,28.8,17.8,62.65166666666669
519,2014-06-07,20.89597222222231,27.5,17.6,68.90868055555542
520,2014-06-08,22.068263888888875,28.0,18.2,63.02986111111107
521,2014-06-09,23.281236970118048,28.4,18.5,58.97588603196655
522,2014-06-10,22.807013888888843,28.7,18.4,58.57986111111107
523,2014-06-11,23.36472222222223,29.9,17.7,55.80645833333316
524,2014-06-12,23.000973574408853,27.4,17.9,56.93004172461754
525,2014-06-13,23.82211404728793,29.7,18.4,54.35229485396376
526,2014-06-14,23.039652777777796,29.0,17.4,56.87673611111103
527,2014-06-15,23.00034722222216,29.6,17.0,56.56777777777768
528,2014-06-16,24.14615384615384,28.6,19.4,47.512185833967926
529,2014-06-17,23.70374999999995,28.4,18.6,49.80909722222221
530,2014-06-18,23.4586805555555,28.5,19.3,53.40062500000005
531,2014-06-19,23.648472222222253,28.4,19.0,51.61819444444442
532,2014-06-20,23.11979166666667,29.8,18.5,51.59451388888888
533,2014-06-21,22.95756944444441,28.8,18.7,53.38666666666675
534,2014-06-22,23.593050729673305,28.8,18.8,53.9928422515635
535,2014-06-23,23.751458333333296,28.7,19.7,54.80229166666658
536,2014-06-24,21.969166666666634,28.0,17.6,65.32222222222207
537,2014-06-25,19.34840277777785,24.5,17.6,75.46916666666688
538,2014-06-26,21.979513888888928,28.3,16.7,57.933611111111084
539,2014-06-27,22.53604166666664,28.0,17.2,53.24666666666678
540,2014-06-28,21.32611111111117,27.0,18.0,64.39583333333333
541,2014-06-29,23.74194444444446,30.3,18.7,51.96618055555552
542,2014-06-30,22.337708333333275,26.9,18.4,63.54437500000006
543,2014-07-01,22.63597222222226,28.0,19.3,61.89145833333326
544,2014-07-02,22.53068340306827,29.0,17.4,61.94958158995816
545,2014-07-03,23.131111111111117,29.1,18.3,58.29541666666659
546,2014-07-04,22.670694444444443,28.3,17.1,57.2114583333334
547,2014-07-05,22.251874999999963,28.9,16.7,60.71548611111106
548,2014-07-06,22.954652777777806,28.4,17.9,57.14194444444444
549,2014-07-07,21.215902777777817,26.4,17.4,65.76840277777765
550,2014-07-08,22.422708333333293,28.6,17.0,58.839305555555526
551,2014-07-09,23.55590277777778,28.7,18.3,49.49694444444439
552,2014-07-10,23.59715277777779,28.8,19.7,50.471249999999905
553,2014-07-11,23.23723034098812,29.0,18.8,54.21885873347257
554,2014-07-12,23.739832869080782,29.7,19.5,51.80459610027851
555,2014-07-13,23.98059805285124,29.1,18.4,48.112169680111336
556,2014-07-14,23.935208333333385,28.8,19.1,45.50361111111121
557,2014-07-15,23.917339832869082,28.8,19.5,46.32151810584958
558,2014-07-16,23.50916666666674,28.7,19.1,48.683402777777694
559,2014-07-17,23.509236111111154,28.4,18.0,45.7013194444444
560,2014-07-18,23.473333333333354,27.7,19.5,45.06298611111119
561,2014-07-19,24.125608907446072,29.0,18.9,42.29011830201815
562,2014-07-20,23.665833333333296,28.6,18.1,45.318819444444486
563,2014-07-21,24.055416666666623,28.6,19.8,44.580069444444455
564,2014-07-22,24.183333333333334,28.8,20.5,47.33208333333328
565,2014-07-23,24.208819444444558,28.6,19.9,46.26090277777783
566,2014-07-24,24.371319444444428,29.1,19.5,44.33006944444439
567,2014-07-25,24.39763888888882,29.1,18.9,41.9236111111111
568,2014-07-26,23.253263888888892,29.3,16.8,51.795763888888835
569,2014-07-27,21.90945100764421,28.2,16.8,58.44732453092426
570,2014-07-28,24.140694444444463,28.8,19.4,44.951944444444415
571,2014-07-29,23.918750000000024,29.6,18.7,43.536666666666704
572,2014-07-30,24.113611111111105,28.4,19.6,43.055625000000006
573,2014-07-31,23.832453092425407,29.1,18.8,45.92821403752602
574,2014-08-01,24.25451388888892,30.4,18.8,44.981111111111055
575,2014-08-02,21.361597222222283,27.2,17.6,59.549236111111064
576,2014-08-03,22.500625,27.6,17.8,52.8253472222222
577,2014-08-04,22.212569444444362,27.8,17.7,59.27222222222243
578,2014-08-05,23.185555555555602,29.4,18.1,54.33729166666662
579,2014-08-06,22.80542420027818,28.0,17.4,58.19534075104309
580,2014-08-07,20.74708333333339,27.7,16.1,62.12819444444448
581,2014-08-08,21.52798611111118,27.5,17.1,62.7884722222222
582,2014-08-09,22.606388888888855,28.9,17.1,57.112430555555534
583,2014-08-10,21.379374999999996,27.4,16.1,61.46395833333339
584,2014-08-11,22.478055555555635,28.7,17.5,57.92791666666663
585,2014-08-12,21.56388888888887,27.8,16.3,61.290416666666516
586,2014-08-13,22.497291666666726,28.3,17.7,57.46743055555559
587,2014-08-14,21.698124999999962,27.4,16.8,57.028333333333464
588,2014-08-15,23.7074305555556,28.9,17.5,44.63097222222217
589,2014-08-16,23.917500000000008,28.9,19.6,45.66881944444445
590,2014-08-17,23.597243816254448,29.4,18.8,48.646431095406285
591,2014-08-18,23.32687500000003,28.1,19.1,48.54104166666667
592,2014-08-19,21.659236111111063,27.6,18.4,56.4627777777778
593,2014-08-20,23.34763888888884,28.4,19.2,43.0896527777778
594,2014-08-21,23.035763888888848,29.0,18.6,46.898819444444484
595,2014-08-22,22.04423611111115,26.7,18.5,53.65034722222218
